celex,subject,country,case_label,ecli,judge,advocate,chamber,lodge_date,document_date,year_document,year_lodge,is_join_case,ruling_title,ruling_name,ruling_type
62014CJ0167,Environment,Greece,Case C-167/14,EU:C:2015:684,Bay Larsen,Bot,Greece-Fourth Chamber,2014-04-07,2015-10-15,2015,2014.0,0,Judgment of the Court (Fourth Chamber) of 15 October 2015.,European Commission v Hellenic Republic.,not_specified
62014CJ0167,Pollution,Greece,Case C-167/14,EU:C:2015:684,Bay Larsen,Bot,Greece-Fourth Chamber,2014-04-07,2015-10-15,2015,2014.0,0,Judgment of the Court (Fourth Chamber) of 15 October 2015.,European Commission v Hellenic Republic.,not_specified
62014CJ0168,Freedom to provide services,Spain,Case C-168/14,EU:C:2015:685,Arabadjiev,Wahl,Spain-Second Chamber,2014-04-07,2015-10-15,2015,2014.0,0,Judgment of the Court (Second Chamber) of 15 October 2015.,Grupo Itevelesa SL and Others v Oca Inspección Técnica de Vehículos SA and Generalidad de Cataluña.,Request for a preliminary ruling from the Tribunal Supremo.
62014CJ0168,Right of establishment,Spain,Case C-168/14,EU:C:2015:685,Arabadjiev,Wahl,Spain-Second Chamber,2014-04-07,2015-10-15,2015,2014.0,0,Judgment of the Court (Second Chamber) of 15 October 2015.,Grupo Itevelesa SL and Others v Oca Inspección Técnica de Vehículos SA and Generalidad de Cataluña.,Request for a preliminary ruling from the Tribunal Supremo.
62014CJ0168,Transport,Spain,Case C-168/14,EU:C:2015:685,Arabadjiev,Wahl,Spain-Second Chamber,2014-04-07,2015-10-15,2015,2014.0,0,Judgment of the Court (Second Chamber) of 15 October 2015.,Grupo Itevelesa SL and Others v Oca Inspección Técnica de Vehículos SA and Generalidad de Cataluña.,Request for a preliminary ruling from the Tribunal Supremo.
62014CJ0169,Approximation of laws,Spain,Case Câ169/14,EU:C:2014:2099,Levits,Wahl,Spain-First Chamber,2014-04-07,2014-07-17,2014,2014.0,0,Judgment of the Court (First Chamber); 17 July 2014.,Juan Carlos Sánchez Morcillo and María del Carmen Abril García v Banco Bilbao Vizcaya Argentaria SA.,Request for a preliminary ruling from the Audiencia Provincial de Castellón.
62014CJ0169,Charter of Fundamental Rights,Spain,Case Câ169/14,EU:C:2014:2099,Levits,Wahl,Spain-First Chamber,2014-04-07,2014-07-17,2014,2014.0,0,Judgment of the Court (First Chamber); 17 July 2014.,Juan Carlos Sánchez Morcillo and María del Carmen Abril García v Banco Bilbao Vizcaya Argentaria SA.,Request for a preliminary ruling from the Audiencia Provincial de Castellón.
62014CJ0169,Consumer protection,Spain,Case Câ169/14,EU:C:2014:2099,Levits,Wahl,Spain-First Chamber,2014-04-07,2014-07-17,2014,2014.0,0,Judgment of the Court (First Chamber); 17 July 2014.,Juan Carlos Sánchez Morcillo and María del Carmen Abril García v Banco Bilbao Vizcaya Argentaria SA.,Request for a preliminary ruling from the Audiencia Provincial de Castellón.
62014CJ0169,Fundamental rights,Spain,Case Câ169/14,EU:C:2014:2099,Levits,Wahl,Spain-First Chamber,2014-04-07,2014-07-17,2014,2014.0,0,Judgment of the Court (First Chamber); 17 July 2014.,Juan Carlos Sánchez Morcillo and María del Carmen Abril García v Banco Bilbao Vizcaya Argentaria SA.,Request for a preliminary ruling from the Audiencia Provincial de Castellón.
62014CJ0172,Competition,Romania,Case C-172/14,EU:C:2015:484,Silva de Lapuerta,Wahl,Romania-Second Chamber,2014-04-07,2015-07-16,2015,2014.0,0,Judgment of the Court (Second Chamber) of 16 July 2015.,ING Pensii; Societate de Administrare a unui Fond de Pensii Administrat Privat SA v Consiliul Concurenței.,Request for a preliminary ruling from the Înalta Curte de Casaţie şi Justiţie.
62014CJ0173,public procurement in the European Union,Belgium,  Case C-173/14 P,EU:C:2015:226,Levits,Cruz VillalÃ³n,Luxembourg; United Kingdom; Belgium; Greece-Sixth Chamber,2014-04-08,2015-04-16,2015,2014.0,0,Judgment of the Court (Sixth Chamber) of 16 April 2015. , European Dynamics Belgium SA and Others v European Medicines Agency (EMA). ,not_specified
62014CJ0173,public procurement in the European Union,Greece,  Case C-173/14 P,EU:C:2015:226,Levits,Cruz VillalÃ³n,Luxembourg; United Kingdom; Belgium; Greece-Sixth Chamber,2014-04-08,2015-04-16,2015,2014.0,0,Judgment of the Court (Sixth Chamber) of 16 April 2015. , European Dynamics Belgium SA and Others v European Medicines Agency (EMA). ,not_specified
62014CJ0173,public procurement in the European Union,Luxembourg,  Case C-173/14 P,EU:C:2015:226,Levits,Cruz VillalÃ³n,Luxembourg; United Kingdom; Belgium; Greece-Sixth Chamber,2014-04-08,2015-04-16,2015,2014.0,0,Judgment of the Court (Sixth Chamber) of 16 April 2015. , European Dynamics Belgium SA and Others v European Medicines Agency (EMA). ,not_specified
62014CJ0173,public procurement in the European Union,United Kingdom,  Case C-173/14 P,EU:C:2015:226,Levits,Cruz VillalÃ³n,Luxembourg; United Kingdom; Belgium; Greece-Sixth Chamber,2014-04-08,2015-04-16,2015,2014.0,0,Judgment of the Court (Sixth Chamber) of 16 April 2015. , European Dynamics Belgium SA and Others v European Medicines Agency (EMA). ,not_specified
62014CJ0174,Approximation of laws,Portugal,Case C-174/14,EU:C:2015:733,Prechal,JÃ¤Ã¤skinen,Portugal-Fourth Chamber,2014-04-09,2015-10-29,2015,2014.0,0,Judgment of the Court (Fourth Chamber) of 29 October 2015.,Saudaçor – Sociedade Gestora de Recursos e Equipamentos da Saúde dos Açores SA v Fazenda Pública.,Request for a preliminary ruling from the Supremo Tribunal Administrativo.
62014CJ0174,Freedom to provide services,Portugal,Case C-174/14,EU:C:2015:733,Prechal,JÃ¤Ã¤skinen,Portugal-Fourth Chamber,2014-04-09,2015-10-29,2015,2014.0,0,Judgment of the Court (Fourth Chamber) of 29 October 2015.,Saudaçor – Sociedade Gestora de Recursos e Equipamentos da Saúde dos Açores SA v Fazenda Pública.,Request for a preliminary ruling from the Supremo Tribunal Administrativo.
62014CJ0174,Right of establishment,Portugal,Case C-174/14,EU:C:2015:733,Prechal,JÃ¤Ã¤skinen,Portugal-Fourth Chamber,2014-04-09,2015-10-29,2015,2014.0,0,Judgment of the Court (Fourth Chamber) of 29 October 2015.,Saudaçor – Sociedade Gestora de Recursos e Equipamentos da Saúde dos Açores SA v Fazenda Pública.,Request for a preliminary ruling from the Supremo Tribunal Administrativo.
62014CJ0174,Taxation,Portugal,Case C-174/14,EU:C:2015:733,Prechal,JÃ¤Ã¤skinen,Portugal-Fourth Chamber,2014-04-09,2015-10-29,2015,2014.0,0,Judgment of the Court (Fourth Chamber) of 29 October 2015.,Saudaçor – Sociedade Gestora de Recursos e Equipamentos da Saúde dos Açores SA v Fazenda Pública.,Request for a preliminary ruling from the Supremo Tribunal Administrativo.
62014CJ0174,Value added tax,Portugal,Case C-174/14,EU:C:2015:733,Prechal,JÃ¤Ã¤skinen,Portugal-Fourth Chamber,2014-04-09,2015-10-29,2015,2014.0,0,Judgment of the Court (Fourth Chamber) of 29 October 2015.,Saudaçor – Sociedade Gestora de Recursos e Equipamentos da Saúde dos Açores SA v Fazenda Pública.,Request for a preliminary ruling from the Supremo Tribunal Administrativo.
62014CJ0175,Excise duties,Austria,Case C-175/14,EU:C:2015:142,Biltgen,Sharpston,Austria-Sixth Chamber,2014-04-10,2015-03-05,2015,2014.0,0,Judgment of the Court (Sixth Chamber) of 5 March 2015.,Ralph Prankl.,Request for a preliminary ruling from the Verwaltungsgerichtshof.
62014CJ0175,Taxation,Austria,Case C-175/14,EU:C:2015:142,Biltgen,Sharpston,Austria-Sixth Chamber,2014-04-10,2015-03-05,2015,2014.0,0,Judgment of the Court (Sixth Chamber) of 5 March 2015.,Ralph Prankl.,Request for a preliminary ruling from the Verwaltungsgerichtshof.
62014CJ0177,Social Policy,Spain,Case C-177/14,EU:C:2015:450,Ã Caoimh,Mengozzi,Spain-Third Chamber,2014-04-10,2015-07-09,2015,2014.0,0,Judgment of the Court (Third Chamber) of 9 July 2015.,María José Regojo Dans v Consejo de Estado.,Request for a preliminary ruling from the Tribunal Supremo.
62014CJ0178,Common customs tariff,Germany,Case C-178/14,EU:C:2015:152,Lycourgos,Cruz VillalÃ³n,Germany-Seventh Chamber,2014-04-11,2015-03-05,2015,2014.0,0,Judgment of the Court (Seventh Chamber) of 5 March 2015.,Vario Tek GmbH v Hauptzollamt Düsseldorf.,Request for a preliminary ruling from the Finanzgericht Düsseldorf.
62014CJ0178,Customs Union,Germany,Case C-178/14,EU:C:2015:152,Lycourgos,Cruz VillalÃ³n,Germany-Seventh Chamber,2014-04-11,2015-03-05,2015,2014.0,0,Judgment of the Court (Seventh Chamber) of 5 March 2015.,Vario Tek GmbH v Hauptzollamt Düsseldorf.,Request for a preliminary ruling from the Finanzgericht Düsseldorf.
62014CJ0178,Free movement of goods,Germany,Case C-178/14,EU:C:2015:152,Lycourgos,Cruz VillalÃ³n,Germany-Seventh Chamber,2014-04-11,2015-03-05,2015,2014.0,0,Judgment of the Court (Seventh Chamber) of 5 March 2015.,Vario Tek GmbH v Hauptzollamt Düsseldorf.,Request for a preliminary ruling from the Finanzgericht Düsseldorf.
62014CJ0179,Freedom to provide services,Hungary,Case C-179/14,EU:C:2016:108,Prechal,Bot,Hungary-Grand Chamber,2014-04-10,2016-02-23,2016,2014.0,0,Judgment of the Court (Grand Chamber) of 23 February 2016.,European Commission v Hungary.,not_specified
62014CJ0179,Internal market - Principles,Hungary,Case C-179/14,EU:C:2016:108,Prechal,Bot,Hungary-Grand Chamber,2014-04-10,2016-02-23,2016,2014.0,0,Judgment of the Court (Grand Chamber) of 23 February 2016.,European Commission v Hungary.,not_specified
62014CJ0179,Right of establishment,Hungary,Case C-179/14,EU:C:2016:108,Prechal,Bot,Hungary-Grand Chamber,2014-04-10,2016-02-23,2016,2014.0,0,Judgment of the Court (Grand Chamber) of 23 February 2016.,European Commission v Hungary.,not_specified
62014CJ0180,Social Policy,Greece,Case C-180/14,EU:C:2015:840,Prechal,Cruz VillalÃ³n,Greece-Ninth Chamber,2014-04-11,2015-12-23,2015,2014.0,0,Judgment of the Court (Ninth Chamber) of 23 December 2015.,European Commission v Hellenic Republic.,not_specified
62014CJ0182,Intellectual; industrial and commercial property,not_specified,  Case C-182/14 P,EU:C:2015:187,Berger,Mengozzi,not_specified-Sixth Chamber,2014-04-09,2015-03-19,2015,2014.0,0,Judgment of the Court (Sixth Chamber) of 19 March 2015. , MEGA Brands International; Luxembourg; Zweigniederlassung Zug v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM). ,not_specified
62014CJ0182,Trade marks,not_specified,  Case C-182/14 P,EU:C:2015:187,Berger,Mengozzi,not_specified-Sixth Chamber,2014-04-09,2015-03-19,2015,2014.0,0,Judgment of the Court (Sixth Chamber) of 19 March 2015. , MEGA Brands International; Luxembourg; Zweigniederlassung Zug v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM). ,not_specified
62014CJ0183,Principles; objectives and tasks of the Treaties,Romania,Case C-183/14,EU:C:2015:454,Bonichot,JÃ¤Ã¤skinen,Romania-Seventh Chamber,2014-04-11,2015-07-09,2015,2014.0,0,Judgment of the Court (Seventh Chamber) of 9 July 2015.,Radu Florin Salomie and Nicolae Vasile Oltean v Direcția Generală a Finanțelor Publice Cluj.,Request for a preliminary ruling from the Curtea de Apel Cluj.
62014CJ0183,Taxation,Romania,Case C-183/14,EU:C:2015:454,Bonichot,JÃ¤Ã¤skinen,Romania-Seventh Chamber,2014-04-11,2015-07-09,2015,2014.0,0,Judgment of the Court (Seventh Chamber) of 9 July 2015.,Radu Florin Salomie and Nicolae Vasile Oltean v Direcția Generală a Finanțelor Publice Cluj.,Request for a preliminary ruling from the Curtea de Apel Cluj.
62014CJ0183,Value added tax,Romania,Case C-183/14,EU:C:2015:454,Bonichot,JÃ¤Ã¤skinen,Romania-Seventh Chamber,2014-04-11,2015-07-09,2015,2014.0,0,Judgment of the Court (Seventh Chamber) of 9 July 2015.,Radu Florin Salomie and Nicolae Vasile Oltean v Direcția Generală a Finanțelor Publice Cluj.,Request for a preliminary ruling from the Curtea de Apel Cluj.
62014CJ0184,area of freedom; security and justice,Italy,Case C-184/14,EU:C:2015:479,Toader,Bot,Italy-Third Chamber,2014-04-14,2015-07-16,2015,2014.0,0,Judgment of the Court (Third Chamber) of 16 July 2015.,A v B.,Request for a preliminary ruling from the Corte suprema di cassazione.
62014CJ0184,judicial cooperation in civil matters,Italy,Case C-184/14,EU:C:2015:479,Toader,Bot,Italy-Third Chamber,2014-04-14,2015-07-16,2015,2014.0,0,Judgment of the Court (Third Chamber) of 16 July 2015.,A v B.,Request for a preliminary ruling from the Corte suprema di cassazione.
62014CJ0185,Taxation,Bulgaria,Case C-185/14,EU:C:2015:716,da Cruz VilaÃ§a,Wathelet,Bulgaria-Second Chamber,2014-04-14,2015-10-22,2015,2014.0,0,Judgment of the Court (Second Chamber) of 22 October 2015.,"EasyPay AD and ""Finance Engineering"" AD v Ministerski savet na Republika Bulgaria and Natsionalen osiguritelen institut.",Request for a preliminary ruling from the Varhoven administrativen sad.
62014CJ0185,Value added tax,Bulgaria,Case C-185/14,EU:C:2015:716,da Cruz VilaÃ§a,Wathelet,Bulgaria-Second Chamber,2014-04-14,2015-10-22,2015,2014.0,0,Judgment of the Court (Second Chamber) of 22 October 2015.,"EasyPay AD and ""Finance Engineering"" AD v Ministerski savet na Republika Bulgaria and Natsionalen osiguritelen institut.",Request for a preliminary ruling from the Varhoven administrativen sad.
62014CJ0186,Commercial policy,Austria,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Commercial policy,Czech Republic,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Commercial policy,France,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Commercial policy,Germany,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Commercial policy,Italy,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Commercial policy,Romania,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Commercial policy,Slovakia,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Commercial policy,Spain,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Commercial policy,Sweden,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Dumping,Austria,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Dumping,Czech Republic,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Dumping,France,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Dumping,Germany,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Dumping,Italy,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Dumping,Romania,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Dumping,Slovakia,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Dumping,Spain,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,Dumping,Sweden,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,External relations,Austria,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,External relations,Czech Republic,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,External relations,France,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,External relations,Germany,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,External relations,Italy,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,External relations,Romania,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,External relations,Slovakia,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,External relations,Spain,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0186,External relations,Sweden,Joined Cases C-186/14 P and C-193/14 P,EU:C:2016:209,da Cruz VilaÃ§a,Mengozzi,Austria; Germany; Romania; Italy; Spain; Czech Republic; France; Sweden; Slovakia-Second Chamber,2014-04-14,2016-04-07,2016,2014.0,1,Judgment of the Court (Second Chamber) of 7 April 2016.,ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Conucil of the European Union v Hubei Xinyegang Steel Co. Ltd.,not_specified
62014CJ0187,Customs Union,Denmark,Case C-187/14,EU:C:2015:421,von Danwitz,Szpunar,Denmark-Fifth Chamber,2014-04-16,2015-06-25,2015,2014.0,0,Judgment of the Court (Fifth Chamber) of 25 June 2015.,Skatteministeriet v DSV Road A/S.,Request for a preliminary ruling from the Østre Landsret.
62014CJ0187,Free movement of goods,Denmark,Case C-187/14,EU:C:2015:421,von Danwitz,Szpunar,Denmark-Fifth Chamber,2014-04-16,2015-06-25,2015,2014.0,0,Judgment of the Court (Fifth Chamber) of 25 June 2015.,Skatteministeriet v DSV Road A/S.,Request for a preliminary ruling from the Østre Landsret.
